Tarih,Fiyat,Fiyat_Sayisal,Fiyat_Per_m2,Semt,Mahalle,Konum,Oda_Sayisi,Brut_Alan_m2,Brut_Alan_m2_Numeric,Kat,Detaylar,URL
2025-12-14 21:36:09,30.000 TL,30.0,0.34,Sancaktepe - Sarıgazi Mahallesi,,Sancaktepe - Sarıgazi Mahallesi,2+1,87,87,Zemin,"YENİ
Sancaktepe Sarıgazi Merkezde Eşyalı 2+1 Feriha Öz Yakını
Sancaktepe - Sarıgazi Mahallesi
Daire | 2+1 | Yüksek giriş | 87 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sancaktepe-sarigazi-merkezde-esyali-21-feriha-oz-yakini-18617457
2025-12-14 21:36:09,25.000 TL,25.0,0.3,Sultanbeyli - Necip Fazıl Mahallesi,,Sultanbeyli - Necip Fazıl Mahallesi,2+1,84,84,2,"YENİ
Sultanbeyli Necip Fazıl Mahallesinde Temiz Ve Bakımlı, Kapalı Otoparklı 2+1 Kiralık Daire 25.000 Tl
Sultanbeyli - Necip Fazıl Mahallesi
Daire | 2+1 | 2. Kat | 84 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sultanbeyli-necip-fazil-mahallesinde-temiz-ve-bakimli-kapali-otoparkli-21-kiralik-daire-25-000-tl-18617416
2025-12-14 21:36:10,25.000 TL,25.0,0.28,Avcılar - Cihangir Mahallesi,,Avcılar - Cihangir Mahallesi,2+1,90,90,Zemin,"YENİ
Avcılar Cihangirde Yeni Binada 2+1 Kiralık Daire
Avcılar - Cihangir Mahallesi
Daire | 2+1 | Yüksek giriş | 90 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/avcilar-cihangirde-yeni-binada-21-kiralik-daire-18617397
2025-12-14 21:36:10,4.000.000 TL,,,Bahçelievler - Çobançeşme Mahallesi,,Bahçelievler - Çobançeşme Mahallesi,2+1,100,100,3,"YENİ
Serkan Gayrimenkulden Bahçelievler Çobançeşmede Eşyalı Kiralık Daire
Bahçelievler - Çobançeşme Mahallesi
Daire | 2+1 | 3. Kat | 100 m²
4.000.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/serkan-gayrimenkulden-bahcelievler-cobancesmede-esyali-kiralik-daire-18617376
2025-12-14 21:36:24,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,0.38,Eyüpsultan - Güzeltepe Mahallesi,,Eyüpsultan - Güzeltepe Mahallesi,2+1,85,85,2,"İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL
Bölge Raporunu İncele
YENİ
Mislife'tan Güzeltepe Metro 1 Dk Kadın Öğrenciye 2.kat 2+1 85 M2
Eyüpsultan - Güzeltepe Mahallesi
Daire | 2+1 | 2. Kat | 90 m²
31.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/mislife-tan-guzeltepe-metro-1-dk-kadin-ogrenciye-2-kat-21-85-m2-18618159
2025-12-14 21:36:29,56.000 TL,56.0,0.42,Avcılar - Üniversite Mahallesi,,Avcılar - Üniversite Mahallesi,2+1,132,132,7,"YENİ
3s Firuze Konakları Kiralık 2+1 Eşyalı Manzaralı Dubleks
Avcılar - Üniversite Mahallesi
Daire | 2+1 | 7. Kat | 132 m²
56.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/3s-firuze-konaklari-kiralik-21-esyali-manzarali-dubleks-18617334
2025-12-14 21:36:29,33.000 TL,33.0,0.37,Küçükçekmece - İnönü Mahallesi,,Küçükçekmece - İnönü Mahallesi,2+1,90,90,2,"YENİ
İnönü Mahallesi'nde 2+1 Sıfır Oturuma Hazır 2. Kat Kiralık Daire
Küçükçekmece - İnönü Mahallesi
Daire | 2+1 | 2. Kat | 90 m²
33.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/inonu-mahallesi-nde-21-sifir-oturuma-hazir-2-kat-kiralik-daire-18617167
2025-12-14 21:36:29,59.000 TL,59.0,0.38,Kartal - Yakacık Çarşı Mahallesi,,Kartal - Yakacık Çarşı Mahallesi,3+1,156,156,10,"YENİ
Hastane ,e5 ,metro Yakını Deniz Manzaralı ,balkonlu Fırsat 3+1
Kartal - Yakacık Çarşı Mahallesi
Daire | 3+1 | 10. Kat | 156 m²
59.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/hastane-e5-metro-yakini-deniz-manzarali-balkonlu-firsat-31-18617156
2025-12-14 21:36:29,25.000 TL,25.0,0.42,Fatih - Ayvansaray Mahallesi,,Fatih - Ayvansaray Mahallesi,5+1,60,60,2,"YENİ
Fatih Balat Kafelere Yakın Full Yapılı Kiralık 1,5 + 1
Fatih - Ayvansaray Mahallesi
Daire | 1.5+1 | 2. Kat | 60 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/fatih-balat-kafelere-yakin-full-yapili-kiralik-1-5-1-18617139
2025-12-14 21:36:29,28.000 TL,28.0,0.33,Küçükçekmece - İstasyon Mahallesi,,Küçükçekmece - İstasyon Mahallesi,2+1,85,85,4,"YENİ
Real Home'dan Vakıfbank Sitesi 2+1 Kiralık Eşyalı 4.kat Daire
Küçükçekmece - İstasyon Mahallesi
Daire | 2+1 | 4. Kat | 85 m²
28.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/real-home-dan-vakifbank-sitesi-21-kiralik-esyali-4-kat-daire-18617087
2025-12-14 21:36:30,30.000 TL,30.0,0.39,Tuzla - Yayla Mahallesi,,Tuzla - Yayla Mahallesi,2+1,77,77,1,"YENİ
Şehriyaz Beşevler Kiralık Kapalı Mutfak 2+1 ''landmark Gyh ''
Tuzla - Yayla Mahallesi
Daire | 2+1 | 1. Kat | 77 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sehriyaz-besevler-kiralik-kapali-mutfak-21-landmark-gyh-18617062
2025-12-14 21:36:40,20.000 TL,20.0,0.24,Başakşehir - Güvercintepe Mahallesi,,Başakşehir - Güvercintepe Mahallesi,2+1,85,85,Zemin,"YENİ
Başakşehir Güvercintepe Kiralık 2+1 Daire
Başakşehir - Güvercintepe Mahallesi
Daire | 2+1 | Yüksek giriş | 85 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/basaksehir-guvercintepe-kiralik-21-daire-18616710
2025-12-14 21:36:40,32.000 TL,32.0,0.27,Başakşehir - Güvercintepe Mahallesi,,Başakşehir - Güvercintepe Mahallesi,3+1,120,120,2,"YENİ
Başakşehir Güvercintepe Cadde Ön Cephe 3+1 Kiralık Lüks Daire
Başakşehir - Güvercintepe Mahallesi
Daire | 3+1 | 2. Kat | 120 m²
32.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/basaksehir-guvercintepe-cadde-on-cephe-31-kiralik-luks-daire-18616708
2025-12-14 21:36:40,16.000 TL,16.0,0.19,Esenler - Birlik Mahallesi,,Esenler - Birlik Mahallesi,2+1,85,85,1,"YENİ
Metropol Emlak‘tan Kiralık Daire Birlik Mahallesi
Esenler - Birlik Mahallesi
Daire | 2+1 | 1. Kat | 85 m²
16.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/metropol-emlak-tan-kiralik-daire-birlik-mahallesi-18616649
2025-12-14 21:36:40,15.000 TL,15.0,0.21,Pendik - Güzelyalı Mahallesi,,Pendik - Güzelyalı Mahallesi,1+1,70,70,3,"Aramanıza uygun yeni bir ilan yayınlandığında ilk sizin haberiniz olsun.
Aramayı Kaydet
YENİ
Kiralık Daire Pendik Güzyalı Mahallesi
Pendik - Güzelyalı Mahallesi
Daire | 1+1 | 3. Kat | 70 m²
15.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kiralik-daire-pendik-guzyali-mahallesi-18616614
2025-12-14 21:36:40,23.000 TL,23.0,0.19,Pendik - Çınardere Mahallesi,,Pendik - Çınardere Mahallesi,2+1,120,120,1,"YENİ
Pendik Çınardere Mah. Ankara Caddesine Yakın 2+1 Geniş Daire
Pendik - Çınardere Mahallesi
Daire | 2+1 | 1. Kat | 120 m²
23.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/pendik-cinardere-mah-ankara-caddesine-yakin-21-genis-daire-18616529
2025-12-14 21:36:41,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,0.32,Çekmeköy - Kirazlıdere Mahallesi,,Çekmeköy - Kirazlıdere Mahallesi,2+1,100,100,10,"İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL
Bölge Raporunu İncele
YENİ
Etna Kandemir Evlerinde Kapalı Mutfaklı 2+1 Kiralık Daire
Çekmeköy - Kirazlıdere Mahallesi
Daire | 2+1 | 10. Kat | 100 m²
45.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/etna-kandemir-evlerinde-kapali-mutfakli-21-kiralik-daire-18616494
2025-12-14 21:36:41,60.000 TL,60.0,0.41,Ataşehir - Yenişehir Mahallesi,,Ataşehir - Yenişehir Mahallesi,3+1,145,145,2,"YENİ
Ataşehir Yenişehir Mh. Az Katlı Genç Binada Balkonlu Ara Kat 3+1
Ataşehir - Yenişehir Mahallesi
Daire | 3+1 | 2. Kat | 145 m²
60.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/atasehir-yenisehir-mh-az-katli-genc-binada-balkonlu-ara-kat-31-18616466
2025-12-14 21:36:41,37.000 TL,37.0,0.41,Kartal - Topselvi Mahallesi,,Kartal - Topselvi Mahallesi,2+1,90,90,1,"YENİ
Kartal Sıfır Binada 2+1 Boş Daire Metroya Yürüme
Kartal - Topselvi Mahallesi
Daire | 2+1 | 1. Kat | 90 m²
37.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kartal-sifir-binada-21-bos-daire-metroya-yurume-18616417
2025-12-14 21:36:41,37.500 TL,37.5,0.58,Sancaktepe - Abdurrahmangazi Mahallesi,,Sancaktepe - Abdurrahmangazi Mahallesi,1+1,65,65,5,"YENİ
Seeworld Sinpaş Metrolife 1+1 Balkonlu Kiralık Metro Life
Sancaktepe - Abdurrahmangazi Mahallesi
Daire | 1+1 | 5. Kat | 65 m²
37.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/seeworld-sinpas-metrolife-11-balkonlu-kiralik-metro-life-18616400
2025-12-14 21:36:41,80.000 TL,80.0,0.4,Başakşehir - Ziya Gökalp Mahallesi,,Başakşehir - Ziya Gökalp Mahallesi,4+1,202,202,9,"YENİ
Turyap'tan Başakşehir Mavera Comfort Projesi 4+1 Kiralık Daire
Başakşehir - Ziya Gökalp Mahallesi
Daire | 4.5+1 | 9. Kat | 202 m²
80.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/turyap-tan-basaksehir-mavera-comfort-projesi-41-kiralik-daire-18616300
2025-12-14 21:36:42,23.000 TL,23.0,0.27,Başakşehir - Güvercintepe Mahallesi,,Başakşehir - Güvercintepe Mahallesi,2+1,85,85,8,"YENİ
Kayabaşı Kiptaş Konutları Kiralık 2+1
Başakşehir - Güvercintepe Mahallesi
Daire | 2+1 | 8. Kat | 85 m²
23.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kayabasi-kiptas-konutlari-kiralik-21-18616292
2025-12-14 21:36:42,24.000 TL,24.0,0.2,Silivri - Mimar Sinan Mahallesi,,Silivri - Mimar Sinan Mahallesi,3+1,120,120,1,"YENİ
Toki 1.etapta En Üst Blokta Kiralık Daire
Silivri - Mimar Sinan Mahallesi
Daire | 3+1 | 1. Kat | 120 m²
24.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/toki-1-etapta-en-ust-blokta-kiralik-daire-18616264
2025-12-14 21:36:42,23.000 TL,23.0,0.31,Fatih - Koca Mustafapaşa Mahallesi,,Fatih - Koca Mustafapaşa Mahallesi,2+1,75,75,2,"YENİ
Bora Emlak’tan Kiralık Daire
Fatih - Koca Mustafapaşa Mahallesi
Daire | 2+1 | 2. Kat | 75 m²
23.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/bora-emlak-tan-kiralik-daire-18616144
2025-12-14 21:36:42,26.500 TL,26.5,0.31,Başakşehir - Başakşehir Mahallesi,,Başakşehir - Başakşehir Mahallesi,2+1,85,85,6,"YENİ
Başakşehir 2.etapta Kiralık Daire Boş Ara Kat
Başakşehir - Başakşehir Mahallesi
Daire | 2+1 | 6. Kat | 85 m²
26.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/basaksehir-2-etapta-kiralik-daire-bos-ara-kat-18616094
2025-12-14 21:36:42,20.000 TL,20.0,0.2,Küçükçekmece - Cumhuriyet Mahallesi,,Küçükçekmece - Cumhuriyet Mahallesi,2+1,100,100,,"YENİ
Tepeüstünde Kiralık Bahçe Katı 2+1 Daire
Küçükçekmece - Cumhuriyet Mahallesi
Daire | 2+1 | Bahçe katı | 100 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/tepeustunde-kiralik-bahce-kati-21-daire-18616030
2025-12-14 21:36:43,26.000 TL,26.0,0.26,Fatih - Seyyid Ömer Mahallesi,,Fatih - Seyyid Ömer Mahallesi,3+1,100,100,3,"YENİ
Destan-066-küçükhamam-uzunyusuf-okulu-civarı-3-oda-1-salon-100m2-son-3.kat-kombili-açıklamayı-okuyun
Fatih - Seyyid Ömer Mahallesi
Daire | 3+1 | 3. Kat | 100 m²
26.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/destan-066-kucukhamam-uzunyusuf-okulu-civari-3-oda-1-salon-100m2-son-3-kat-kombili-aciklamayi-okuyun-18615910
2025-12-14 21:36:43,12.000 TL,12.0,0.3,Esenyurt - Piri Reis Mahallesi,,Esenyurt - Piri Reis Mahallesi,1+0,40,40,3,"YENİ
Rüya Prestij'de 1+0 Eşyalı Tek Depozito Kiralık Daire
Esenyurt - Piri Reis Mahallesi
Daire | Stüdyo | 3. Kat | 40 m²
12.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/ruya-prestij-de-10-esyali-tek-depozito-kiralik-daire-18615909
2025-12-14 21:36:43,17.000 TL,17.0,0.25,Esenyurt - Piri Reis Mahallesi,,Esenyurt - Piri Reis Mahallesi,1+1,69,69,11,"YENİ
Rüya Prestij'de 1+1 Eşyalı Kiralık Daire
Esenyurt - Piri Reis Mahallesi
Daire | 1+1 | 11. Kat | 69 m²
17.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/ruya-prestij-de-11-esyali-kiralik-daire-18615907
2025-12-14 21:36:43,35.000 TL,35.0,0.37,Küçükçekmece - İnönü Mahallesi,,Küçükçekmece - İnönü Mahallesi,2+1,95,95,3,"YENİ
Labina'dan İnönü Mahallesinde 2+1 3. Kat Kiralık Daire
Küçükçekmece - İnönü Mahallesi
Daire | 2+1 | 3. Kat | 95 m²
35.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/labina-dan-inonu-mahallesinde-21-3-kat-kiralik-daire-18615863
2025-12-14 21:36:43,25.000 TL,25.0,0.28,Sultangazi - Esentepe Mahallesi,,Sultangazi - Esentepe Mahallesi,2+1,90,90,3,"YENİ
Zafer Yapı Gayrimenkulden Kiralık Daire 3.kat 2+1 90m2 Balkonlu İstanbul Sultangazi Esentepe Mahde
Sultangazi - Esentepe Mahallesi
Daire | 2+1 | 3. Kat | 90 m²
25.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/zafer-yapi-gayrimenkulden-kiralik-daire-3-kat-21-90m2-balkonlu-istanbul-sultangazi-esentepe-mahde-18615776
2025-12-14 21:36:44,43.000 TL,43.0,0.48,Üsküdar - Kısıklı Mahallesi,,Üsküdar - Kısıklı Mahallesi,2+1,90,90,Zemin,"YENİ
Kısıklı Da Temiz Oturuma Hazır 2+1 Kiralık Daire
Üsküdar - Kısıklı Mahallesi
Daire | 2+1 | Yüksek giriş | 90 m²
43.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kisikli-da-temiz-oturuma-hazir-21-kiralik-daire-18615751
2025-12-14 21:36:44,41.000 TL,41.0,0.41,Küçükçekmece - Halkalı Merkez Mahallesi,,Küçükçekmece - Halkalı Merkez Mahallesi,2+1,101,101,4,"YENİ
Mng Blue Boutique Kiralık 2+1 Güney Cephe Göl Manzaralı
Küçükçekmece - Halkalı Merkez Mahallesi
Daire | 2+1 | 4. Kat | 101 m²
41.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/mng-blue-boutique-kiralik-21-guney-cephe-gol-manzarali-18615733
2025-12-14 21:36:44,32.500 TL,32.5,0.76,Eyüpsultan - Topçular Mahallesi,,Eyüpsultan - Topçular Mahallesi,1+1,43,43,5,"YENİ
Nef 47 Haliç Kiralık 1+1 Daire
Eyüpsultan - Topçular Mahallesi
Daire | 1+1 | 5. Kat | 43 m²
32.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/nef-47-halic-kiralik-11-daire-18615678
2025-12-14 21:36:44,35.000 TL,35.0,0.39,Bayrampaşa - Yıldırım Mahallesi,,Bayrampaşa - Yıldırım Mahallesi,2+1,90,90,2,"YENİ
Ali Fuat Başgil Cad. Yıldırım Mah. Eşyalı Kiralık 2+1 Daire
Bayrampaşa - Yıldırım Mahallesi
Daire | 2+1 | 2. Kat | 90 m²
35.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/ali-fuat-basgil-cad-yildirim-mah-esyali-kiralik-21-daire-18615658
2025-12-14 21:36:44,125.000 TL,125.0,0.6,Maltepe - İdealtepe Mahallesi,,Maltepe - İdealtepe Mahallesi,5+2,210,210,4,"YENİ
İlke'den Sahilde Marmaray'a Komşu Yeni Binada 210m2 Çok Lüx 5+2
Maltepe - İdealtepe Mahallesi
Daire | 5+2 | 4. Kat | 210 m²
125.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/ilke-den-sahilde-marmaray-a-komsu-yeni-binada-210m2-cok-lux-52-18615651
2025-12-14 21:36:45,30.000 TL,30.0,0.18,Başakşehir - Altınşehir Mahallesi,,Başakşehir - Altınşehir Mahallesi,3+2,170,170,3,"YENİ
Kiralık Dubleks İki Aileye Uygun
Başakşehir - Altınşehir Mahallesi
Daire | 3+2 | 3. Kat | 170 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kiralik-dubleks-iki-aileye-uygun-18615601
2025-12-14 21:36:45,38.000 TL,38.0,0.54,Üsküdar - Mimar Sinan Mahallesi,,Üsküdar - Mimar Sinan Mahallesi,1+1,70,70,,"YENİ
Tam Merkezde Sıfır Binada Asansörlü Teraslı 1+1 70 M2 Daire
Üsküdar - Mimar Sinan Mahallesi
Daire | 1+1 | Bahçe katı | 70 m²
38.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/tam-merkezde-sifir-binada-asansorlu-terasli-11-70-m2-daire-18615593
2025-12-14 21:36:45,37.000 TL,37.0,0.37,Pendik - Kurtköy Mahallesi,,Pendik - Kurtköy Mahallesi,2+1,101,101,1,"YENİ
Kurtköy Optimum Yenişehirde Büyük 2+1 Kiralık Daire
Pendik - Kurtköy Mahallesi
Daire | 2+1 | 1. Kat | 101 m²
37.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kurtkoy-optimum-yenisehirde-buyuk-21-kiralik-daire-18615571
2025-12-14 21:36:45,26.000 TL,26.0,0.23,Arnavutköy - Arnavutköy Merkez Mahallesi,,Arnavutköy - Arnavutköy Merkez Mahallesi,3+1,115,115,Zemin,"YENİ
Arnavutköy Merkez Mah Kiralık 3+1 Sıfır Daire
Arnavutköy - Arnavutköy Merkez Mahallesi
Daire | 3+1 | Düz Giriş (Zemin) | 115 m²
26.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/arnavutkoy-merkez-mah-kiralik-31-sifir-daire-18615561
2025-12-14 21:36:45,20.000 TL,20.0,0.33,Avcılar - Merkez Mahallesi,,Avcılar - Merkez Mahallesi,1+1,60,60,,"YENİ
Sezgin Emlaktan 1+1 60 M2 Bahçe Kat 1 Yaş
Avcılar - Merkez Mahallesi
Daire | 1+1 | Bahçe katı | 60 m²
20.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/sezgin-emlaktan-11-60-m2-bahce-kat-1-yas-18615545
2025-12-14 21:36:58,40.000 TL,40.0,0.33,Fatih - Zeyrek Mahallesi,,Fatih - Zeyrek Mahallesi,5+1,120,120,1,"YENİ
Fatih Camiine 50 Metre Mesafede Eşyalı Lüks Daire
Fatih - Zeyrek Mahallesi
Daire | 2.5+1 | 1. Kat | 120 m²
40.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/fatih-camiine-50-metre-mesafede-esyali-luks-daire-18615538
2025-12-14 21:36:58,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,0.32,Sarıyer - Ayazağa Mahallesi,,Sarıyer - Ayazağa Mahallesi,2+1,100,100,9,"İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL
Bölge Raporunu İncele
YENİ
Green Pine Maslak Residence 100 M2 Full Eşyalı 2 + 1 Kiralık
Sarıyer - Ayazağa Mahallesi
Daire | 2+1 | 9. Kat | 100 m²
52.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/green-pine-maslak-residence-100-m2-full-esyali-2-1-kiralik-18615518
2025-12-14 21:36:58,32.000 TL,32.0,0.6,Sarıyer - Ayazağa Mahallesi,,Sarıyer - Ayazağa Mahallesi,1+1,53,53,Zemin,"YENİ
Green Pine Maslak Residence Full Eşyalı 53 M2 Fırsat 1+1
Sarıyer - Ayazağa Mahallesi
Daire | 1+1 | Düz Giriş (Zemin) | 53 m²
32.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/green-pine-maslak-residence-full-esyali-53-m2-firsat-11-18615517
2025-12-14 21:36:58,41.000 TL,41.0,0.64,Sarıyer - Ayazağa Mahallesi,,Sarıyer - Ayazağa Mahallesi,1+1,64,64,6,"YENİ
Green Pine Residence Full Eşyalı Manzaralı 64 M2 6. Kat 1+1
Sarıyer - Ayazağa Mahallesi
Daire | 1+1 | 6. Kat | 64 m²
41.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/green-pine-residence-full-esyali-manzarali-64-m2-6-kat-11-18615516
2025-12-14 21:36:58,30.000 TL,30.0,0.27,Tuzla - İçmeler Mahallesi,,Tuzla - İçmeler Mahallesi,2+1,110,110,1,"YENİ
Tuzla İçmeler'de Cadde Üzeri 2+1 110m2 Kiralık Daire
Tuzla - İçmeler Mahallesi
Daire | 2+1 | 1. Kat | 120 m²
30.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/tuzla-icmeler-de-cadde-uzeri-21-110m2-kiralik-daire-18615428
2025-12-14 21:36:59,42.000 TL,42.0,0.24,Küçükçekmece - Halkalı Merkez Mahallesi,,Küçükçekmece - Halkalı Merkez Mahallesi,3+1,175,175,4,"YENİ
Halkalı Merkez Mah. 3+1 Kiralık 175m2 Ful Şehir Manzaralı Daire
Küçükçekmece - Halkalı Merkez Mahallesi
Daire | 3+1 | 4. Kat | 175 m²
42.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/halkali-merkez-mah-31-kiralik-175m2-ful-sehir-manzarali-daire-18615414
2025-12-14 21:36:59,26.500 TL,26.5,0.29,Sultanbeyli - Mimar Sinan Mahallesi,,Sultanbeyli - Mimar Sinan Mahallesi,2+1,90,90,4,"YENİ
Sultanbeyli Mimar Sinan Mah 2+1 Arakat
Sultanbeyli - Mimar Sinan Mahallesi
Daire | 2+1 | 4. Kat | 90 m²
26.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/sultanbeyli-mimar-sinan-mah-21-arakat-18615388
2025-12-14 21:36:59,75.000 TL,75.0,0.94,Eyüpsultan - Göktürk Merkez Mahallesi,,Eyüpsultan - Göktürk Merkez Mahallesi,2+1,80,80,1,"YENİ
Göktürk Nef 04 Sitesinde Net 80 M² 2+1
Eyüpsultan - Göktürk Merkez Mahallesi
Daire | 2+1 | 1. Kat | 141 m²
75.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/gokturk-nef-04-sitesinde-net-80-m-21-18615202
2025-12-14 21:36:59,26.500 TL,26.5,0.32,Arnavutköy - Mavigöl Mahallesi,,Arnavutköy - Mavigöl Mahallesi,2+1,84,84,2,"YENİ
Bolluca Cumhuriyet Caddesinde Kiralık Daire
Arnavutköy - Mavigöl Mahallesi
Daire | 2+1 | 2. Kat | 84 m²
26.500 TL
Telefona Bak",https://www.emlakjet.com/ilan/bolluca-cumhuriyet-caddesinde-kiralik-daire-18615201
2025-12-14 21:36:59,65.000 TL,65.0,0.68,Kadıköy - Caferağa Mahallesi,,Kadıköy - Caferağa Mahallesi,2+1,95,95,5,"YENİ
Odak'tan Moda Bostan'da Yenilenmiş Asansörlü Balkonlu
Kadıköy - Caferağa Mahallesi
Daire | 2+1 | 5. Kat | 95 m²
65.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/odak-tan-moda-bostan-da-yenilenmis-asansorlu-balkonlu-18615172
2025-12-14 21:37:00,70.000 TL,70.0,0.59,Zeytinburnu - Sümer Mahallesi,,Zeytinburnu - Sümer Mahallesi,2+1,118,118,1,"YENİ
Locamahal'de 2+1, 118 M² Şaheser ,ebeveyn Banyolu Kiralık Daire
Zeytinburnu - Sümer Mahallesi
Daire | 2+1 | 1. Kat | 118 m²
70.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/locamahal-de-21-118-m-saheser-ebeveyn-banyolu-kiralik-daire-18615130
2025-12-14 21:37:00,50.000 TL,50.0,0.4,Beşiktaş - Yıldız Mahallesi,,Beşiktaş - Yıldız Mahallesi,2+1,125,125,,"YENİ
Beşiktaş Çırağan'da İskeleye Çok Yakın Merkezi Konumda
Beşiktaş - Yıldız Mahallesi
Daire | 2+1 | Bahçe katı | 125 m²
50.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/besiktas-ciragan-da-iskeleye-cok-yakin-merkezi-konumda-18615106
2025-12-14 21:37:00,40.000 TL,40.0,0.33,Kağıthane - Merkez Mahallesi,,Kağıthane - Merkez Mahallesi,3+1,120,120,8,"YENİ
Derin Emlaktan Merkezde Güney Cepheli Havuz Manzaralı Lüks Ferah Daire
Kağıthane - Merkez Mahallesi
Daire | 3+1 | 8. Kat | 120 m²
40.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/derin-emlaktan-merkezde-guney-cepheli-havuz-manzarali-luks-ferah-daire-18614974
2025-12-14 21:37:00,18.000 TL,18.0,0.19,Bağcılar - Demirkapı Mahallesi,,Bağcılar - Demirkapı Mahallesi,2+1,95,95,3,"YENİ
Kiralık Daire
Bağcılar - Demirkapı Mahallesi
Daire | 2+1 | 3. Kat | 95 m²
18.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/kiralik-daire-18614967
2025-12-14 21:37:00,80.000 TL,80.0,0.4,Büyükçekmece - Ekinoba Mahallesi,,Büyükçekmece - Ekinoba Mahallesi,4+1,200,200,3,"YENİ
Büyükçekmece Rose Marine Butik Sitesinde 4+1 Kiralık Daire
Büyükçekmece - Ekinoba Mahallesi
Daire | 4+1 | 3. Kat | 200 m²
80.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/buyukcekmece-rose-marine-butik-sitesinde-41-kiralik-daire-18614899
2025-12-14 21:37:00,45.000 TL,45.0,0.23,Büyükçekmece - Fatih Mahallesi,,Büyükçekmece - Fatih Mahallesi,3+1,200,200,Zemin,"YENİ
Büyükçekmece Fatih Mahallesi Gül Evleri Kiralık 3+1
Büyükçekmece - Fatih Mahallesi
Daire | 3+1 | Düz Giriş (Zemin) | 200 m²
45.000 TL
Telefona Bak",https://www.emlakjet.com/ilan/buyukcekmece-fatih-mahallesi-gul-evleri-kiralik-31-18614898
